OID,PARCELID,FDEM_ID,NAME,ADDRESS,CITY,ZIPCODE,COUNTY,PHONE,TYPE,OWNER,OPERATING,OP_CLASS,AHCA_OWNER,PROFIT,CAPACITY,BEDS,STATE_ID,EFCLASS,AHCA_NUM,CON1_TYPE,CON1_UP,CON1_DOWN,CON2_TYPE,CON2_UP,CON2_DOWN,CON3_TYPE,CON3_UP,CON3_DOWN,NET_CONS,WEBSITE,ACTYRBLT,FSOURCE,DATASOURCE,NOTES,LAT_DD,LONG_DD,MGRS,GCID,ACRES,DESCRIPT,FLAG,UPDATE_DAY,FGDLAQDATE,AUTOID,DDLat,DDLon,ORIG_OID
263,203118ZZZ000003151500U,N/A,ST JOSEPH'S HOSPITAL-SOUTH,6901 SIMMONS LOOP,RIVERVIEW,33578,HILLSBOROUGH,813-302-8000,HOSPITALS - ACUTE CARE,ST JOSEPH'S HEALTH CARE CENTER,PRIVATE,PRIVATE,BAYCARE - ST JOSEPH'S-BAPTIST HEALTH CARE,NOT-FOR-PROFIT,0,90,N/A,EFHM,23960105, , , , , , , , , , ,HTTP://WWW.BAYCARE.ORG/SJHS,2014,GEOPLAN,FHA,JUST ADDED,27.78772948,-82.34500037,17RLL6749174414,361,72.3676588,ST JOSEPH'S HOSPITAL-SOUTH,V,2016-05-17,2017-09-06,241,27.78772948,-82.34500037,239
264,31-04-25-008075-900-00,N/A,ST VINCENT'S MEDICAL CENTER CLAY,1670 ST VINCENT'S WAY,MIDDLEBURG,32068,CLAY,904-602-1000,HOSPITALS - ACUTE CARE,ST VINCENTS HEALTH SYSTEMS INC,PRIVATE,PRIVATE,ST VINCENT'S HEALTHCARE,NOT-FOR-PROFIT,0,64,N/A,EFHM,23960117, , , , , , , , , , ,HTTP://WWW.JAXHEALTH.COM/LOCATIONS/HOSPITALS-PROFILE/?ID=67,2013,GEOPLAN,FHA,JUST ADDED,30.108902,-81.83277894,17RMP1976731145,362,33.38824904,ST VINCENT'S MEDICAL CENTER CLAY,V,2016-05-17,2017-09-06,242,30.108902,-81.83277894,240
265,00-2S-22-0025-0000-0020,N/A,THE REHABILITATION INSTITUTE OF NORTHWEST FLORIDA,996 AIRPORT RD,DESTIN,32541,OKALOOSA,850-862-1111,HOSPITALS - REHABILITATION,FT WALTON BCH MED CTR INC,PRIVATE,PRIVATE,HCA NORTH FLORIDA DIVISION,INVESTOR-OWNED,0,20,N/A,EFHS,23960106, , , , , , , , , , ,HTTP://WWW.FWBMC.COM/SERVICE/INPATIENT-PHYSICAL-REHABILITATION,1986,GEOPLAN,FHA,JUST ADDED,30.39388626,-86.47229809,16REU5069462551,363,10.97995208,THE REHABILITATION INSTITUTE OF NORTHWEST FLORIDA,V,2016-05-17,2017-09-06,243,30.39388626,-86.47229809,241
266,4315-501-0004-000-5,N/A,TRADITION MEDICAL CENTER,10000 SW INNOVATION WAY,PORT ST LUCIE,34987,ST LUCIE,772-345-8100,HOSPITALS - ACUTE CARE,MARTIN MEMORIAL MEDICAL CENTER,PRIVATE,PRIVATE,MARTIN HEALTH SYSTEM,NOT-FOR-PROFIT,0,90,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW/MARTINHEALTH.ORG/MHS-TRADITION-MEDICAL-CENTER,2013,GEOPLAN,FHA,JUST ADDED,27.2612492,-80.42603123,17RNL5681515502,364,30.90835834,TRADITION MEDICAL CENTER,V,2016-05-17,2017-09-06,244,27.2612492,-80.42603123,242
267,1626240000001000070,N/A,MEDICAL CENTER OF TRINITY,9330 SR 54,TRINITY,34655,PASCO,727-834-4000,HOSPITALS - ACUTE CARE,HCA HEALTH SERVICES OF FLORIDA,PRIVATE,PRIVATE,HCA WEST FLORIDA DIVISION,INVESTOR-OWNED,0,236,N/A,EFHL,100191, , , , , , , , , , ,HTTP://WWW.MEDICALCENTERTRINITY.COM,2011,GEOPLAN,FDEM,JUST ADDED,28.20373918,-82.65996688,17RLM3708320887,365,55.30832681,MEDICAL CENTER OF TRINITY,V,2016-05-17,2017-09-06,245,28.20373918,-82.65996688,243
268,06230-005-001,N/A,UF HEALTH SHANDS EMERGENCY CENTER - SPRINGHILL,8475 NW 39TH AVE,GAINESVILLE,32606,ALACHUA,352-627-0400,HOSPITALS - ACUTE CARE,STATE OF FLORIDA,STATE,PUBLIC,SHANDS HEALTHCARE,NOT-FOR-PROFIT,0,10,N/A,N/A,N/A, , , , , , , , , , ,https://ufhealth.org/uf-health-shands-emergency-center-springhill,2009,GEOPLAN,GEOPLAN, ,29.68801552,-82.43261528,17RLN6143185114,366,4.99999109,UF HEALTH SHANDS EMERGENCY CENTER - SPRINGHILL,V,2017-09-06,2017-09-06,246,29.68801552,-82.43261528,244
269,484124060010,10224902,NORTHWEST MEDICAL CENTER,2801 N STATE ROAD 7,POMPANO BEACH,33063,BROWARD,954-974-0400,HOSPITALS - ACUTE CARE,NORTHWEST REGIONAL HOSP INC,PRIVATE,PRIVATE,HCA EAST FLORIDA DIVISION,INVESTOR-OWNED,0,228,FL000040,EFHL,100189, , , ,OTHER,50 MBPS TO 100 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,6 MBPS TO 10 MBPS,6 MBPS TO 10 MBPS,3,HTTP://WWW.NORTHWESTMED.COM/,1984,GEOPLAN,FDEM, ,26.26323569,-80.20283907,17RNK7960105081,145,27.44529417,NORTHWEST MEDICAL CENTER,V,2016-05-17,2017-09-06,135,26.26323569,-80.20283907,245
270,292302030000010,N/A,ARNOLD PALMER HOSPITAL FOR CHILDREN,92 W MILLER ST,ORLANDO,32806,ORANGE,407-649-9111,HOSPITALS - CHILDREN/ACUTE CARE,ORLANDO HEALTH INC,PRIVATE,PRIVATE,ORLANDO HEALTH,NOT-FOR-PROFIT,0,158,N/A,EFHL,120001, , , ,OPTICAL FIBER,768 KBPS TO 1.5 KBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,768 KBPS TO 1.5 KBPS,768 KBPS TO 1.5 KBPS,3,HTTP://ORLANDOHEALTH.COM/ORLANDOHEALTH/INDEX.ASPX,1989,GEOPLAN,FHA,ENCOMPASSED BY ORLANDO HEALTH,28.52305298,-81.37903448,17RMM6291455204,334,14.09940763,ARNOLD PALMER HOSPITAL FOR CHILDREN,V,2011-05-10,2017-09-06,216,28.52305298,-81.37903448,246
271,0431080011790,10224868,HIALEAH HOSPITAL,651 E 25TH ST,HIALEAH,33013,MIAMI-DADE,305-693-6100,HOSPITALS - ACUTE CARE,TENET HIALEAH HEALTHSYSTEM INC,PRIVATE,PRIVATE,TENET HEALTHSYSTEM,INVESTOR-OWNED,0,378,FL000006,EFHL,100053, , , , , , ,SATELLITE TO A DISH,3 MBPS TO 6 MBPS,3 MBPS TO 6 MBPS,4,HTTP://WWW.HIALEAHHOSP.COM/EN-US/PAGES/DEFAULT.ASPX,1960,GEOPLAN,FDEM, ,25.84517563,-80.2692158,17RNJ7323258742,188,11.74123349,HIALEAH HOSPITAL,V,2011-05-10,2017-09-06,252,25.84517563,-80.2692158,247
272,0131350450030,10225006,UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,33136,MIAMI-DADE,305-325-5511,HOSPITALS - ACUTE CARE,UNIVERSITY OF MIAMI,PRIVATE,PRIVATE,UNIVERSITY OF MIAMI HOSPITAL DIVISION,INVESTOR-OWNED,0,560,FL000126,EFHL,100009,OPTICAL FIBER,100 MBPS TO 1 GBPS,GREATER THAN 1 GBPS, , , , , , ,2,HTTP://WWW.UMIAMIHOSPITAL.COM,1961,GEOPLAN,FDEM, ,25.78862041,-80.21617369,17RNJ7858552509,181,8.93612062,UNIVERSITY OF MIAMI HOSPITAL,V,2011-05-10,2017-09-06,247,25.78862041,-80.21617369,248
273,0131350650010,10224905,BASCOM PALMER EYE INST & HOSPITAL,900 NW 17TH ST,MIAMI,33136,MIAMI-DADE,305-326-6000,HOSPITALS - ACUTE CARE,MIAMI-DADE COUNTY,COUNTY,PUBLIC,UNIVERSITY OF MIAMI SPECIALTY HOSPITALS,NOT-FOR-PROFIT,0,100,FL000043,EFHM,100240, , , , , , , , , , ,HTTP://BASCOMPALMER.ORG/SITE/,1973,GEOPLAN,FDEM, ,25.79096423,-80.21071357,17RNJ7913152772,182,1.62054311,BASCOM PALMER EYE INST & HOSPITAL,V,2011-05-10,2017-09-06,248,25.79096423,-80.21071357,249
274,0131350180250,N/A,JACKSON PLAZA REHABILITATION & NURSING CENTER,1861 NW 8TH AVE,MIAMI,33136,MIAMI-DADE,305-347-3380,HOSPITALS - REHABILITATION,UNIVERSITY PLAZA PROPERTIES IN,PRIVATE,PRIVATE,HEBREW HOMES PLAZA HEALTH NETWORK,NOT-FOR-PROFIT,0,120,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.HEBREWHOMES.ORG/INDEX.HTML#/JACKSON/,2013,GEOPLAN,GEOPLAN, ,25.79348777,-80.20814195,17RNJ7938753053,184,2.46379953,JACKSON PLAZA REHABILITATION & NURSING CENTER,V,2012-11-19,2017-09-06,249,25.79348777,-80.20814195,250
275,0232220110360,10224921,MOUNT SINAI MEDICAL CENTER,4300 ALTON RD,MIAMI BEACH,33140,MIAMI-DADE,305-674-2121,HOSPITALS - ACUTE CARE,MOUNT SINAI MEDICAL CTR OF FL,PRIVATE,PRIVATE,MOUNT SINAI HEALTH SYSTEM,NOT-FOR-PROFIT,0,672,FL000059,EFHL,100034, , , , , , , , , ,1,HTTP://WWW.MSMC.COM/,1958,GEOPLAN,FDEM, ,25.81321049,-80.13978601,17RNJ8622655280,185,56.44963833,MOUNT SINAI MEDICAL CENTER,V,2016-05-17,2017-09-06,250,25.81321049,-80.13978601,251
276,0131240430020,10224909,MIAMI JEWISH HEALTH SYSTEMS,5200 NE SECOND AVE,MIAMI,33137,MIAMI-DADE,305-751-8626,HOSPITALS - ACUTE CARE,MIAMI JEWISH HOME & HOSPITAL,PRIVATE,PRIVATE,N/A,NOT-FOR-PROFIT,0,32,FL000047,EFHS,100197, , , , , , , , , , ,HTTP://WWW.MIAMIJEWISHHEALTHSYSTEMS.ORG/,1980,GEOPLAN,FDEM, ,25.8228518,-80.19252534,17RNJ8093356314,186,20.05703666,MIAMI JEWISH HEALTH SYSTEMS,V,2012-11-19,2017-09-06,251,25.8228518,-80.19252534,252
277,0430021650020,10224994,SOUTHERN WINDS HOSPITAL,4225 W 20TH AVE,HIALEAH,33012,MIAMI-DADE,305-558-9700,HOSPITALS - PSYCHIATRIC,WESTCHESTER GENERAL HOSPITAL I,PRIVATE,PRIVATE,SOUTHERN WINDS HOSPITAL,INVESTOR-OWNED,0,72,FL000114,EFHM,110040, , , , , , , , , , ,HTTP://WWW.WESTCHESTERHOSPITAL.COM/WEBSITE/,1988,GEOPLAN,FDEM, ,25.86038319,-80.32155827,17RNJ6797860398,189,1.90353119,SOUTHERN WINDS HOSPITAL,V,2011-05-10,2017-09-06,253,25.86038319,-80.32155827,253
278,3031020310010,10224917,NORTH SHORE MEDICAL CENTER,1100 NW 95TH ST,MIAMI,33150,MIAMI-DADE,305-835-6000,HOSPITALS - ACUTE CARE,TENET HEALTHSYSTEM NORTH SHORE,PRIVATE,PRIVATE,TENET HEALTHSYSTEM,INVESTOR-OWNED,0,357,FL000055,EFHL,100029, , , ,OTHER,3 MBPS TO 6 MBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,768 KBPS TO 1.5 KBPS,1.5 MBPS TO 3 MBPS,3,HTTP://WWW.NORTHSHOREMEDICAL.COM/EN-US/PAGES/DEFAULT.ASPX,1955,GEOPLAN,FDEM, ,25.85960419,-80.21419729,17RNJ7873660372,190,30.34405732,NORTH SHORE MEDICAL CENTER,V,2011-05-10,2017-09-06,254,25.85960419,-80.21419729,254
279,0430020000071,10224870,PALM SPRINGS GENERAL HOSPITAL,1475 W 49TH ST,HIALEAH,33012,MIAMI-DADE,305-588-2500,HOSPITALS - ACUTE CARE,BRUSA INC,PRIVATE,PRIVATE,PALM SPRINGS GENERAL HOSPITAL,INVESTOR-OWNED,0,247,FL000008,EFHL,100050, , , ,DIAL UP ANALOG,768 KBPS TO 1.5 KBPS,200 KBPS TO 768 KBPS,DSL ASYMMETRIC,200 KBPS TO 768 KBPS,768 KBPS TO 1.5 KBPS,4,HTTP://PSGHOSP.COM/,1964,GEOPLAN,FDEM, ,25.86848725,-80.31245365,17RNJ6888561300,191,14.39673768,PALM SPRINGS GENERAL HOSPITAL,V,2011-05-10,2017-09-06,255,25.86848725,-80.31245365,255
280,0420270010610,10225085,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,33016,MIAMI-DADE,305-823-5000,HOSPITALS - ACUTE CARE,LIFEMARK HOSPITALS INC,PRIVATE,PRIVATE,TENET HEALTHSYSTEM,INVESTOR-OWNED,0,360,FL000235,EFHL,100187,DSL SYMMETRIC,DON'T KNOW,DON'T KNOW, , , , , , ,2,HTTP://WWW.PALMETTOGENERAL.COM/EN-US/PAGES/DEFAULT.ASPX,1969,GEOPLAN,FDEM, ,25.88586739,-80.32648949,17RNJ6746963218,192,44.67782537,PALMETTO GENERAL HOSPITAL,V,2011-05-10,2017-09-06,256,25.88586739,-80.32648949,256
281,0622290890010,10224930,ST CATHERINES REHABILITATION HOSPITAL,1050 NE 125TH ST,NORTH MIAMI,33161,MIAMI-DADE,305-357-1735,HOSPITALS - ACUTE CARE,VILLA MARIA NURSING & REHAB CT,PRIVATE,PRIVATE,CATHOLIC HEALTH SERVICES,NOT-FOR-PROFIT,0,22,FL000068,EFHS,103004, , , , , , , , , , ,HTTP://WWW.CATHOLICHEALTHSERVICES.ORG/,1968,GEOPLAN,FDEM, ,25.88989687,-80.17719738,17RNJ8242363749,193,8.78876997,ST CATHERINES REHABILITATION HOSPITAL,V,2016-05-17,2017-09-06,257,25.88989687,-80.17719738,257
282,3421150000010,N/A,NORTH DADE HEALTH CENTER,16555 NW 25TH AVE,MIAMI GARDENS,33054,MIAMI-DADE,786-466-1500,HOSPITALS - ACUTE CARE,MIAMI-DADE COUNTY,COUNTY,PUBLIC,JACKSON HEALTH SYSTEM,PUBLIC/GOVERNMENT,0,60,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.JHSMIAMI.ORG/BODY.CFM?ID=8882,1979,GEOPLAN,FHA,RELOCATED AND NAME CHANGE,25.90833555,-80.24319941,17RNJ7579965751,194,17.09777989,NORTH DADE HEALTH CENTER,V,2011-05-10,2017-09-06,258,25.90833555,-80.24319941,258
283,0721120080010,10224990,JACKSON NORTH MEDICAL CENTER- PARKWAY REGIONAL MED CENTER,160 NW 170TH ST,NORTH MIAMI BEACH,33169,MIAMI-DADE,305-651-1100,HOSPITALS - ACUTE CARE,MIAMI-DADE COUNTY,COUNTY,PUBLIC,JACKSON HEALTH SYSTEM,PUBLIC/GOVERNMENT,0,382,FL000110,EFHL,100114, , , , , , , , , , ,HTTP://WWW.JHSMIAMI.ORG/BODY.CFM?ID=9200,1960,GEOPLAN,FDEM, ,25.93060591,-80.20375728,17RNJ7973468241,195,17.1704576,JACKSON NORTH MEDICAL CENTER- PARKWAY REGIONAL MED CENTER,V,2016-05-17,2017-09-06,259,25.93060591,-80.20375728,259
284,2812340010340,10224865,AVENTURA HOSPITAL - MEDICAL CENTER - CANCER CENTER,20900 BISCAYNE BLVD,MIAMI,33180,MIAMI-DADE,305-682-7000,HOSPITALS - ACUTE CARE,MIAMI BEACH HEALTHCARE GROUP L,PRIVATE,PRIVATE,HCA EAST FLORIDA DIVISION,INVESTOR-OWNED,0,407,FL000003,EFHL,100131, , , ,OTHER,50 MBPS TO 100 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,6 MBPS TO 10 MBPS,3 MBPS TO 6 MBPS,4,HTTP://AVENTURAHOSPITAL.COM/HOME/INDEX.DOT,1972,GEOPLAN,FDEM, ,25.96984456,-80.14533326,17RNJ8555772624,196,19.41168664,AVENTURA HOSPITAL - MEDICAL CENTER - CANCER CENTER,V,2011-05-10,2017-09-06,260,25.96984456,-80.14533326,260
285,514020090010,10053863,MEMORIAL HOSPITAL-MIRAMAR,1901 SW 172ND AVE,MIRAMAR,33029,BROWARD,954-538-5000,HOSPITALS - ACUTE CARE,SOUTH BROWARD HOSPITAL DISTRIC,PRIVATE,PRIVATE,MEMORIAL HEALTHCARE SYSTEM,PUBLIC/GOVERNMENT,0,178,N/A,EFHL,23960050, , , ,OPTICAL FIBER,25 MBPS TO 50 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS,3,HTTP://WWW.MEMORIALMIRAMAR.COM/,2005,GEOPLAN,FDEM, ,25.99085055,-80.37275861,17RNJ6277874821,197,110.2560929,MEMORIAL HOSPITAL-MIRAMAR,V,2011-05-10,2017-09-06,261,25.99085055,-80.37275861,261
286,514121010010,10224872,SOUTH FLORIDA STATE HOSPITAL,800 E CYPRESS DR,HOLLYWOOD,33025,BROWARD,954-392-3000,HOSPITALS - PSYCHIATRIC,STATE OF FLORIDA,STATE,PUBLIC,"GEO CARE, INC.",PUBLIC,0,350,FL000010,EFHL,104001, , , , , , , , , , ,HTTP://WWW.THEGEOGROUPINC.COM/FACILITY.ASP?FID=33,1970,GEOPLAN,FDEM, ,26.00143248,-80.24978424,17RNJ7508076058,198,48.18733576,SOUTH FLORIDA STATE HOSPITAL,V,2012-11-19,2017-09-06,262,26.00143248,-80.24978424,262
287,514220060021,10225072,MEMORIAL REGIONAL HOSPITAL SOUTH,3600 WASHINGTON ST,HOLLYWOOD,33021,BROWARD,954-518-5000,HOSPITALS - ACUTE CARE,SOUTH BROWARD HOSPITAL DISTRIC,PRIVATE,PRIVATE,MEMORIAL HEALTHCARE SYSTEM,PUBLIC/GOVERNMENT,0,267,FL000192,EFHL,100225, , , ,OPTICAL FIBER,25 MBPS TO 50 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,25 MBPS TO 50 MBPS, ,3,HTTP://WWW.MEMORIALREGIONALSOUTH.COM,1974,GEOPLAN,FDEM, ,26.00202277,-80.17988636,17RNJ8207576165,199,8.3600957,MEMORIAL REGIONAL HOSPITAL SOUTH,V,2016-05-17,2017-09-06,263,26.00202277,-80.17988636,263
288,514013140010,10224997,MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,HOLLYWOOD,33028,BROWARD,954-436-5000,HOSPITALS - ACUTE CARE,SOUTH BROWARD HOSPITAL DISTRIC,PRIVATE,PRIVATE,MEMORIAL HEALTHCARE SYSTEM,PUBLIC/GOVERNMENT,0,384,FL000117,EFHL,111527, , , ,OPTICAL FIBER,25 MBPS TO 50 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS,3,HTTP://WWW.MEMORIALWEST.COM/,1996,GEOPLAN,FDEM, ,26.013211,-80.31107753,17RNJ6893977329,200,35.5235697,MEMORIAL HOSPITAL WEST,V,2016-05-17,2017-09-06,264,26.013211,-80.31107753,264
289,514207021000,10224871,JOE DIMAGGIO CHILDREN'S HOSPITAL UNDER MEMORIAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,33021,BROWARD,954-987-2000,HOSPITALS - ACUTE CARE,SOUTH BROWARD HOSPITAL DISTRIC,PRIVATE,PRIVATE,MEMORIAL HEALTHCARE SYSTEM,PUBLIC/GOVERNMENT,0,777,FL000009,EFHL,100038, , , ,OPTICAL FIBER,50 MBPS TO 100 MBPS,LESS THAN 200 KBPS,DIAL UP ANALOG,LESS THAN 200 KBPS,25 MBPS TO 50 MBPS,3,HTTP://WWW.MEMORIALREGIONAL.COM/,1952,GEOPLAN,FDEM,JOE DIMAGGIO CHILDREN'S HOSPITAL UNDER MEMORIAL,26.01848218,-80.18036676,17RNJ8201677988,201,27.64954556,JOE DIMAGGIO CHILDREN'S HOSPITAL UNDER MEMORIAL HOSPITAL,V,2016-05-17,2017-09-06,265,26.01848218,-80.18036676,265
290,514215017570,10224869,KINDRED HOSPITAL SOUTH FLORIDA - HOLLYWOOD,1859 VAN BUREN ST,HOLLYWOOD,33020,BROWARD,954-920-9000,HOSPITALS - ACUTE CARE,VENTAS REALTY LTD PRTNR,PRIVATE,PRIVATE,KINDRED EAST REGION OFFICE,INVESTOR-OWNED,0,119,FL000007,EFHM,100042, , , , , , , , , , ,HTTP://WWW.KHSFHOLLYWOOD.COM/,1950,GEOPLAN,FDEM, ,26.00992977,-80.14412987,17RNJ8564877064,202,1.66993692,KINDRED HOSPITAL SOUTH FLORIDA - HOLLYWOOD,V,2016-05-17,2017-09-06,266,26.00992977,-80.14412987,266
291,514207020980,10225071,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,1201 N 37TH AVE,HOLLYWOOD,33021,BROWARD,954-962-1355,HOSPITALS - PSYCHIATRIC,HIGH RIDGE MANAGEMENT CORP,PRIVATE,PRIVATE,HIGH RIDGE MANAGEMENT CORP.,INVESTOR-OWNED,0,60,FL000191,EFHM,104015, , , , , , , , , , ,HTTP://WWW.HOLLYWOODPAVILION.COM/,1978,GEOPLAN,FDEM,LARKINCOMMUNITY HOSPITAL BEHAVIORALHEALTH SERVICES,26.02113122,-80.18054342,17RNJ8199678281,203,1.85942171,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SERVICES,V,2016-05-17,2017-09-06,267,26.02113122,-80.18054342,267
292,00414333060000010,10224939,PALMS WEST HOSPITAL - CHILDRENS HOSPITAL AT PALMS WEST,13001 SOUTHERN BLVD,LOXAHATCHEE,33470,PALM BEACH,561-798-3300,HOSPITALS - ACUTE CARE,PALMS WEST HOSPITAL LIMITED PA,PRIVATE,PRIVATE,HCA EAST FLORIDA DIVISION,INVESTOR-OWNED,0,204,FL000077,EFHL,110006, , , , , , , , , , ,HTTP://WWW.PALMSWESTHOSPITAL.COM/,1986,GEOPLAN,FDEM,INCLUDES THE CHILDREN'S HOSPITAL AT PALMS WEST,26.68380001,-80.25253331,17RNK7436851632,204,90.94998776,PALMS WEST HOSPITAL - CHILDRENS HOSPITAL AT PALMS WEST,V,2016-05-17,2017-09-06,268,26.68380001,-80.25253331,268
293,74434315000060100,10225101,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,33401,PALM BEACH,561-655-5511,HOSPITALS - ACUTE CARE,TENET GOOD SAMARITAN INC,PRIVATE,PRIVATE,TENET HEALTHSYSTEM,INVESTOR-OWNED,0,333,FL000225,EFHL,110403, , , , , , , , , , ,HTTP://WWW.GOODSAMARITANMC.COM/,1988,GEOPLAN,FDEM, ,26.72555649,-80.05197094,17RNK9428956390,205,21.05788927,GOOD SAMARITAN MEDICAL CENTER,V,2011-05-10,2017-09-06,269,26.72555649,-80.05197094,269
294,3 34 43 01 010 0345-001.0,10225039,HENDRY REGIONAL MEDICAL CENTER,524 W SAGAMORE AVE,CLEWISTON,33440,HENDRY,863-983-9121,HOSPITALS - ACUTE CARE,HENDRY CO HOSPITAL AUTHORITY,PRIVATE,PRIVATE,QUORUM HEALTH RESOURCES,PUBLIC/GOVERNMENT,0,25,FL000159,EFHS,100098,OTHER,3 MBPS TO 6 MBPS,3 MBPS TO 6 MBPS, , , , , , ,2,HTTP://WWW.HENDRYREGIONAL.ORG/,1983,GEOPLAN,FDEM, ,26.75247128,-80.94133343,17RNK0583359021,206,10.32034693,HENDRY REGIONAL MEDICAL CENTER,V,2011-05-10,2017-09-06,270,26.75247128,-80.94133343,270
295,74434304150000021,10225102,JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH,1041 45TH ST,WEST PALM BEACH,33407,PALM BEACH,561-383-8000,HOSPITALS - PSYCHIATRIC,JEROME GOLDEN CENTER FOR BEHAV,PRIVATE,PRIVATE,N/A,NOT-FOR-PROFIT,0,44,FL000226,EFHS,104008, , , , , , , , , , ,HTTP://WWW.OAKWOODCENTER.ORG/,1970,GEOPLAN,FDEM,JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH,26.75398522,-80.06749813,17RNK9272159527,207,11.27871569,JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH,V,2016-05-17,2017-09-06,271,26.75398522,-80.06749813,271
296,74434304330020010,10225103,ST MARY'S MEDICAL CENTER,901 45TH ST,WEST PALM BEACH,33407,PALM BEACH,561-844-6300,HOSPITALS - ACUTE CARE,TENET ST MARYS INC,PRIVATE,PRIVATE,TENET HEALTHSYSTEM,INVESTOR-OWNED,0,464,FL000227,EFHL,100010, , , ,SATELLITE TO A DISH,50 MBPS TO 100 MBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,50 MBPS TO 100 MBPS,50 MBPS TO 100 MBPS,3,HTTP://WWW.STMARYSMC.COM,1938,GEOPLAN,FDEM,TWO HOSPITALS ON ONE PARCEL,26.75590627,-80.06186977,17RNK9327959744,208,81.68736599,ST MARY'S MEDICAL CENTER,V,2016-05-17,2017-09-06,272,26.75590627,-80.06186977,272
297,74434304330020010,10053884,PALM BEACH CHILDREN'S HOSPITAL - ST. MARY'S,901 45TH ST,WEST PALM BEACH,33407,PALM BEACH,561-844-6300,HOSPITALS - CHILDREN/ACUTE CARE,TENET ST MARYS INC,PRIVATE,PRIVATE,N/A,INVESTOR-OWNED,0,81,N/A,EFHM,N/A, , , , , , , , , , ,HTTP://WWW.STMARYSMC.COM,1938,GEOPLAN,FDEM,PALM BEACH CHILDREN'S HOSPITAL - ST. MARY'S,26.75532749,-80.06197578,17RNK9326959680,209,81.64089513,PALM BEACH CHILDREN'S HOSPITAL - ST. MARY'S,V,2016-05-17,2017-09-06,273,26.75532749,-80.06197578,273
298,74434306000001030,10225100,JFK MEDICAL CENTER NORTH CAMPUS - WEST PALM HOSPITAL - FORMERLY COLUMBIA HOSPITAL,2201 45TH ST,WEST PALM BEACH,33407,PALM BEACH,561-842-6141,HOSPITALS - ACUTE CARE,COMMUNITY HOSPITAL OF THE P B,PRIVATE,PRIVATE,HCA EAST FLORIDA DIVISION,INVESTOR-OWNED,0,245,FL000224,EFHL,100234, , , ,OTHER COPPER WIRELINE,GREATER THAN 1 GBPS,200 KBPS TO 768 KBPS,DSL ASYMMETRIC,3 MBPS TO 6 MBPS,3 MBPS TO 6 MBPS,3,HTTP://WWW.COLUMBIAHOSPITAL.COM/,1975,GEOPLAN,FDEM,JFK MEDICAL CENTER NORTH CAMPUS-WEST PALM HOSPITAL,26.76145059,-80.08763274,17RNK9071360339,210,43.21582809,JFK MEDICAL CENTER NORTH CAMPUS - WEST PALM HOSPITAL - FORMERLY COLUMBIA HOSPITAL,V,2016-05-17,2017-09-06,274,26.76145059,-80.08763274,274
299,56424225000007070,10224996,WEST PALM BEACH VETERANS AFFAIRS MEDICAL CENTER,7305 N MILITARY TRAIL,WEST PALM BEACH,33410,PALM BEACH,561-422-8262,HOSPITALS - FEDERAL,UNITED STATES OF AMERICA,FEDERAL,PUBLIC,FEDERAL GOVERNMENT,PUBLIC,0,270,FL000116,EFHL,N/A, , , , , , , , , , ,HTTP://WWW.WESTPALMBEACH.VA.GOV/,1995,GEOPLAN,FDEM, ,26.78506553,-80.11208539,17RNK8826462938,211,69.18320782,WEST PALM BEACH VETERANS AFFAIRS MEDICAL CENTER,V,2012-11-19,2017-09-06,275,26.78506553,-80.11208539,275
